job_id,job_title,extracted_skills,experience_level,extracted_job_skills_count,role_category,extracted_requirements,extracted_responsibilities
fd24eeba-79f0-4c11-9261-0ed06138d219,devops engineer,"postgresql, docker, vue.js, python, strategic planning, mongodb",senior level,6,devops / cloud engineer,teknis wajib menguasai postgresql docker vuejs python strategic planning serta mongodb memiliki kemampuan problem solving yang baik sangat diutamakan,
7d9b30c0-6d3d-4397-9364-490104661003,it recruiter,"jira, negosiasi, leadership, problem solving, strategic planning, agile, komunikasi",senior level,7,hr / recruiter,teknis wajib menguasai jira negosiasi leadership problem solving strategic planning agile serta komunikasi memiliki kemampuan problem solving yang baik sangat diutamakan,
76a7bb68-532d-443c-84b4-79b3e5045165,machine learning engineer,"powerbi, data visualization, negosiasi, problem solving, python, r, tensorflow",entry level,7,data scientist / ml engineer,teknis wajib menguasai powerbi data visualization negosiasi problem solving python r serta tensorflow memiliki kemampuan problem solving yang baik sangat diutamakan,
22b2ab56-966d-4242-8764-478caa39efc2,devops engineer,"postgresql, docker, react, typescript, leadership, python",senior level,6,devops / cloud engineer,teknis wajib menguasai postgresql docker react typescript leadership serta python memiliki kemampuan problem solving yang baik sangat diutamakan,
6eb5aa23-4470-4ba0-a019-cbed3c94e02f,full stack developer,"fastapi, typescript, scrum, python, mongodb, redis",,6,fullstack developer,teknis wajib menguasai fastapi typescript scrum python mongodb serta redis memiliki kemampuan problem solving yang baik sangat diutamakan,
6f68b7ff-4329-45b6-bb55-ea8e0b83aa78,devops engineer,"postgresql, javascript, leadership, python, redis, komunikasi, nuxt.js",entry level,7,devops / cloud engineer,teknis wajib menguasai postgresql javascript leadership python redis komunikasi serta nuxtjs memiliki kemampuan problem solving yang baik sangat diutamakan,
d00a4664-6160-4d5e-bfb8-2ab57973368f,data scientist,"powerbi, problem solving, r, sql, tableau",,5,researcher,teknis wajib menguasai powerbi problem solving r sql serta tableau memiliki kemampuan problem solving yang baik sangat diutamakan,
501717b4-607c-4b59-8dfc-99cb6f8a8ae8,machine learning engineer,"jira, statistika, powerbi, machine learning, tableau",entry level,5,data scientist / ml engineer,teknis wajib menguasai jira statistika powerbi machine learning serta tableau memiliki kemampuan problem solving yang baik sangat diutamakan,
72ff7b0d-0bf7-41bc-b108-039bb5953d65,backend developer,"javascript, react, git, fastapi, problem solving",entry level,5,backend developer,teknis wajib menguasai javascript react git fastapi serta problem solving memiliki kemampuan problem solving yang baik sangat diutamakan,
5811661e-5d79-438c-9cac-8fe40a644496,data analyst,"powerbi, data visualization, scrum, python, r, pandas",,6,data analyst,teknis wajib menguasai powerbi data visualization scrum python r serta pandas memiliki kemampuan problem solving yang baik sangat diutamakan,
55436f08-c30d-47ac-8b89-72189807deec,ui/ux designer,"ui/ux, leadership, wireframing, user research, figma, prototyping",entry level,6,ux / ui designer,teknis wajib menguasai uiux leadership wireframing user research figma serta prototyping memiliki kemampuan problem solving yang baik sangat diutamakan,
ad74ce33-78bf-4116-bb4e-fcb55de177e7,backend developer,"javascript, docker, git, negosiasi, redis, nuxt.js",entry level,6,backend developer,teknis wajib menguasai javascript docker git negosiasi redis serta nuxtjs memiliki kemampuan problem solving yang baik sangat diutamakan,
ae820d8a-0acb-4768-8b10-4383c9dca091,data analyst,"tableau, scikit-learn, problem solving, r",senior level,4,data analyst,teknis wajib menguasai tableau scikitlearn problem solving serta r memiliki kemampuan problem solving yang baik sangat diutamakan,
a71e6175-a6ad-4f0c-86c9-095798f3cd04,it recruiter,"project management, scrum, strategic planning, agile, komunikasi",,5,hr / recruiter,teknis wajib menguasai project management scrum strategic planning agile serta komunikasi memiliki kemampuan problem solving yang baik sangat diutamakan,
e47226c8-3a17-4f1d-95fd-9b493f7f1542,frontend developer,"docker, javascript, jira, git, scrum, python, redis",,7,frontend developer,teknis wajib menguasai docker javascript jira git scrum python serta redis memiliki kemampuan problem solving yang baik sangat diutamakan,
8a4fbf7c-5b5e-4ad9-96ec-3c63b80734b3,frontend developer,"docker, jira, react, redis, nuxt.js",,5,frontend developer,teknis wajib menguasai docker jira react redis serta nuxtjs memiliki kemampuan problem solving yang baik sangat diutamakan,
a388872e-502a-4001-9dbf-0eef35927239,data analyst,"powerbi, sql, komunikasi, r",entry level,4,data analyst,teknis wajib menguasai powerbi sql komunikasi serta r memiliki kemampuan problem solving yang baik sangat diutamakan,
dce46e1f-aad3-4d61-98f3-cddbd0f9c6ff,product manager,"project management, jira, scrum, negosiasi, leadership, agile, komunikasi",,7,product manager,teknis wajib menguasai project management jira scrum negosiasi leadership agile serta komunikasi memiliki kemampuan problem solving yang baik sangat diutamakan,
da67d3d6-7507-474b-a3c1-1598a11a46eb,full stack developer,"react, git, problem solving, komunikasi, node.js",,5,fullstack developer,teknis wajib menguasai react git problem solving komunikasi serta nodejs memiliki kemampuan problem solving yang baik sangat diutamakan,
3d5e6e08-6b4c-4a15-b636-2362e61b138a,machine learning engineer,"statistika, powerbi, data visualization, scrum, leadership, r, tensorflow",,7,data scientist / ml engineer,teknis wajib menguasai statistika powerbi data visualization scrum leadership r serta tensorflow memiliki kemampuan problem solving yang baik sangat diutamakan,
e038ccfc-9031-49a2-ab73-ca2b6d10d428,devops engineer,"postgresql, problem solving, vue.js, node.js, nuxt.js",,5,devops / cloud engineer,teknis wajib menguasai postgresql problem solving vuejs nodejs serta nuxtjs memiliki kemampuan problem solving yang baik sangat diutamakan,
97335ca9-877e-410b-a6e8-4d351c1aea51,devops engineer,"docker, git, scrum, typescript, negosiasi, vue.js",,6,devops / cloud engineer,teknis wajib menguasai docker git scrum typescript negosiasi serta vuejs memiliki kemampuan problem solving yang baik sangat diutamakan,
2bd358c9-6d84-44a0-a01d-a3e40c1385a4,data analyst,"powerbi, scikit-learn, machine learning, leadership",entry level,4,data analyst,teknis wajib menguasai powerbi scikitlearn machine learning serta leadership memiliki kemampuan problem solving yang baik sangat diutamakan,
82863435-35e7-446f-8261-efde8446376a,data scientist,"project management, statistika, scrum, pandas, tableau",,5,researcher,teknis wajib menguasai project management statistika scrum pandas serta tableau memiliki kemampuan problem solving yang baik sangat diutamakan,
6be0d293-d224-4e69-a779-5e49b81bf6b6,frontend developer,"jira, typescript, vue.js, mongodb, komunikasi, node.js, nuxt.js",,7,frontend developer,teknis wajib menguasai jira typescript vuejs mongodb komunikasi nodejs serta nuxtjs memiliki kemampuan problem solving yang baik sangat diutamakan,
40462aa5-3253-4108-9395-39c76f95d253,product manager,"project management, scrum, problem solving, strategic planning, komunikasi",,5,product manager,teknis wajib menguasai project management scrum problem solving strategic planning serta komunikasi memiliki kemampuan problem solving yang baik sangat diutamakan,
30f2566e-886b-4216-a047-c59fb88c23a3,data analyst,"project management, powerbi, scikit-learn, machine learning, problem solving, r, pandas",senior level,7,data analyst,teknis wajib menguasai project management powerbi scikitlearn machine learning problem solving r serta pandas memiliki kemampuan problem solving yang baik sangat diutamakan,
78a67352-3457-4272-ae3f-db59e5ac1c95,data analyst,"leadership, python, tensorflow, sql, tableau",senior level,5,data analyst,teknis wajib menguasai leadership python tensorflow sql serta tableau memiliki kemampuan problem solving yang baik sangat diutamakan,
1db6e93d-eca9-418c-8b78-b12f7fcc980c,machine learning engineer,"jira, statistika, scikit-learn, leadership, python, sql, pandas, tableau",,8,data scientist / ml engineer,teknis wajib menguasai jira statistika scikitlearn leadership python sql pandas serta tableau memiliki kemampuan problem solving yang baik sangat diutamakan,
316fcd1e-9bf7-479d-a1d9-3639a2f2ba93,data analyst,"powerbi, data visualization, strategic planning, agile, tensorflow, sql, tableau",senior level,7,data analyst,teknis wajib menguasai powerbi data visualization strategic planning agile tensorflow sql serta tableau memiliki kemampuan problem solving yang baik sangat diutamakan,
7d572d81-8584-405d-a9fd-45444fed8262,machine learning engineer,"statistika, data visualization, machine learning, negosiasi, problem solving, tensorflow, pandas, tableau",,8,data scientist / ml engineer,teknis wajib menguasai statistika data visualization machine learning negosiasi problem solving tensorflow pandas serta tableau memiliki kemampuan problem solving yang baik sangat diutamakan,
a750e333-e8b7-4d48-a5fa-278aad899ffc,product manager,"leadership, project management, agile, jira",senior level,4,product manager,teknis wajib menguasai leadership project management agile serta jira memiliki kemampuan problem solving yang baik sangat diutamakan,
ded17c55-121b-4fb2-af4c-f77b8fe14f05,it recruiter,"jira, negosiasi, leadership, problem solving, agile, komunikasi",,6,hr / recruiter,teknis wajib menguasai jira negosiasi leadership problem solving agile serta komunikasi memiliki kemampuan problem solving yang baik sangat diutamakan,
22d6f136-e41c-43aa-a423-8c39ff7f6cf7,data analyst,"statistika, scikit-learn, leadership, python, komunikasi, pandas, tableau",,7,data analyst,teknis wajib menguasai statistika scikitlearn leadership python komunikasi pandas serta tableau memiliki kemampuan problem solving yang baik sangat diutamakan,
7e7cb4da-c913-4bfb-9dd7-10d6fd5eb177,it recruiter,"project management, jira, negosiasi, leadership, komunikasi",senior level,5,hr / recruiter,teknis wajib menguasai project management jira negosiasi leadership serta komunikasi memiliki kemampuan problem solving yang baik sangat diutamakan,
3c2a5c43-5cba-4852-a5f1-80de9c1e1442,machine learning engineer,"komunikasi, statistika, scikit-learn, machine learning, agile, r, sql",,7,data scientist / ml engineer,teknis wajib menguasai komunikasi statistika scikitlearn machine learning agile r serta sql memiliki kemampuan problem solving yang baik sangat diutamakan,
cc60a84d-39fd-49e9-ab9e-c3e44eeb2e87,frontend developer,"jira, mongodb, fastapi, nuxt.js",,4,frontend developer,teknis wajib menguasai jira mongodb fastapi serta nuxtjs memiliki kemampuan problem solving yang baik sangat diutamakan,
132a598f-8a48-4350-a05b-39e25b2df4d9,machine learning engineer,"machine learning, python, komunikasi, tableau",senior level,4,data scientist / ml engineer,teknis wajib menguasai machine learning python komunikasi serta tableau memiliki kemampuan problem solving yang baik sangat diutamakan,
9e377a46-e512-4702-874f-e9612e4590cc,frontend developer,"fastapi, scrum, typescript, vue.js, agile, nuxt.js",senior level,6,frontend developer,teknis wajib menguasai fastapi scrum typescript vuejs agile serta nuxtjs memiliki kemampuan problem solving yang baik sangat diutamakan,
da152376-d8cb-468f-9ea2-9182435c00e1,data scientist,"scikit-learn, data visualization, machine learning, problem solving, agile, tensorflow",,6,researcher,teknis wajib menguasai scikitlearn data visualization machine learning problem solving agile serta tensorflow memiliki kemampuan problem solving yang baik sangat diutamakan,
757275bb-d5ab-4624-bb5c-a6415605f040,frontend developer,"postgresql, docker, react, scrum, python, agile, nuxt.js",entry level,7,frontend developer,teknis wajib menguasai postgresql docker react scrum python agile serta nuxtjs memiliki kemampuan problem solving yang baik sangat diutamakan,
6a7d5572-98da-40a9-b5b6-d8ddb9b722aa,data analyst,"statistika, scikit-learn, leadership, tensorflow, sql, pandas, tableau",senior level,7,data analyst,teknis wajib menguasai statistika scikitlearn leadership tensorflow sql pandas serta tableau memiliki kemampuan problem solving yang baik sangat diutamakan,
2be30b8f-d05a-4baa-b15d-8fc4ccc033d3,it recruiter,"jira, scrum, negosiasi, leadership, komunikasi",,5,hr / recruiter,teknis wajib menguasai jira scrum negosiasi leadership serta komunikasi memiliki kemampuan problem solving yang baik sangat diutamakan,
4fed8a07-0f54-4b43-8a2c-e7a8ed173e0d,backend developer,"fastapi, typescript, vue.js, python, problem solving, agile",,6,backend developer,teknis wajib menguasai fastapi typescript vuejs python problem solving serta agile memiliki kemampuan problem solving yang baik sangat diutamakan,
56289ea5-bde2-45c0-b092-cf2d4d85ab87,full stack developer,"redis, agile, node.js, docker",,4,fullstack developer,teknis wajib menguasai redis agile nodejs serta docker memiliki kemampuan problem solving yang baik sangat diutamakan,
1bb3e4ee-3e9d-4e58-b9d1-9df1b7eb1310,full stack developer,"scrum, typescript, leadership, python, redis",,5,fullstack developer,teknis wajib menguasai scrum typescript leadership python serta redis memiliki kemampuan problem solving yang baik sangat diutamakan,
adc5f1ef-819e-46cb-9d5e-4d06d668ac37,full stack developer,"docker, git, leadership, mongodb, komunikasi, redis",senior level,6,fullstack developer,teknis wajib menguasai docker git leadership mongodb komunikasi serta redis memiliki kemampuan problem solving yang baik sangat diutamakan,
e05a2b2a-461a-40f4-87fc-b62114991b54,ui/ux designer,"adobe illustrator, design system, wireframing, agile, user research, figma, prototyping",entry level,7,ux / ui designer,teknis wajib menguasai adobe illustrator design system wireframing agile user research figma serta prototyping memiliki kemampuan problem solving yang baik sangat diutamakan,
f425b22d-ca46-427c-85fb-9c697c7996b9,ui/ux designer,"photoshop, adobe illustrator, design system, agile, user research, figma, komunikasi",senior level,7,ux / ui designer,teknis wajib menguasai photoshop adobe illustrator design system agile user research figma serta komunikasi memiliki kemampuan problem solving yang baik sangat diutamakan,
01d1a378-9715-428e-bf6d-e8b733eaa8ab,it recruiter,"project management, scrum, negosiasi, problem solving, leadership, agile",,6,hr / recruiter,teknis wajib menguasai project management scrum negosiasi problem solving leadership serta agile memiliki kemampuan problem solving yang baik sangat diutamakan,
ab04d812-fd33-41ab-8fb0-8d70ebbe9ddc,product manager,"jira, scrum, negosiasi, leadership, problem solving, agile, komunikasi",senior level,7,product manager,teknis wajib menguasai jira scrum negosiasi leadership problem solving agile serta komunikasi memiliki kemampuan problem solving yang baik sangat diutamakan,
d53c8d92-f0a2-4f11-abd4-2f022ad0f2fd,frontend developer,"postgresql, git, fastapi, strategic planning, mongodb, redis, nuxt.js",entry level,7,frontend developer,teknis wajib menguasai postgresql git fastapi strategic planning mongodb redis serta nuxtjs memiliki kemampuan problem solving yang baik sangat diutamakan,
ae8015c9-02c1-46c8-8183-f428215ccf3e,backend developer,"docker, react, git, typescript, vue.js, problem solving",,6,backend developer,teknis wajib menguasai docker react git typescript vuejs serta problem solving memiliki kemampuan problem solving yang baik sangat diutamakan,
85df56b2-c01d-46c3-b60b-2154424d777f,full stack developer,"postgresql, jira, docker, react, problem solving, node.js",,6,fullstack developer,teknis wajib menguasai postgresql jira docker react problem solving serta nodejs memiliki kemampuan problem solving yang baik sangat diutamakan,
842b8659-2e92-47ae-8ca3-1035905e2907,data scientist,"komunikasi, tensorflow, sql, pandas, tableau",entry level,5,researcher,teknis wajib menguasai komunikasi tensorflow sql pandas serta tableau memiliki kemampuan problem solving yang baik sangat diutamakan,
b8c66ddf-80db-4e70-922d-6b6332383028,it recruiter,"scrum, negosiasi, leadership, problem solving, agile, komunikasi",,6,hr / recruiter,teknis wajib menguasai scrum negosiasi leadership problem solving agile serta komunikasi memiliki kemampuan problem solving yang baik sangat diutamakan,
8d639726-5102-4cbd-9bdb-3a114b7213d9,ui/ux designer,"ui/ux, photoshop, leadership, wireframing, prototyping",senior level,5,ux / ui designer,teknis wajib menguasai uiux photoshop leadership wireframing serta prototyping memiliki kemampuan problem solving yang baik sangat diutamakan,
2d26aa6d-1287-4c48-b94b-ae8c934e3bef,it recruiter,"project management, jira, negosiasi, problem solving, strategic planning, agile, leadership",,7,hr / recruiter,teknis wajib menguasai project management jira negosiasi problem solving strategic planning agile serta leadership memiliki kemampuan problem solving yang baik sangat diutamakan,
c01feaf0-4348-4bd5-a96a-940222900ef6,product manager,"jira, scrum, leadership, strategic planning, agile",,5,product manager,teknis wajib menguasai jira scrum leadership strategic planning serta agile memiliki kemampuan problem solving yang baik sangat diutamakan,
136f4e89-cd17-4240-8e30-3c08e6ff9842,product manager,"project management, jira, negosiasi, leadership, strategic planning, agile, problem solving",senior level,7,product manager,teknis wajib menguasai project management jira negosiasi leadership strategic planning agile serta problem solving memiliki kemampuan problem solving yang baik sangat diutamakan,
51a4f443-6c43-4a80-99cc-e9a346c81a1e,devops engineer,"docker, javascript, jira, fastapi, vue.js, problem solving, mongodb, nuxt.js",entry level,8,devops / cloud engineer,teknis wajib menguasai docker javascript jira fastapi vuejs problem solving mongodb serta nuxtjs memiliki kemampuan problem solving yang baik sangat diutamakan,
dc3106ea-50f2-418e-89a2-69891506e646,full stack developer,"postgresql, git, typescript, problem solving, strategic planning, python",entry level,6,fullstack developer,teknis wajib menguasai postgresql git typescript problem solving strategic planning serta python memiliki kemampuan problem solving yang baik sangat diutamakan,
4388ca66-d893-4cac-a323-412e3957de18,data analyst,"statistika, data visualization, komunikasi, r",,4,data analyst,teknis wajib menguasai statistika data visualization komunikasi serta r memiliki kemampuan problem solving yang baik sangat diutamakan,
2badc990-24e1-4933-aa3d-097aa667b0de,full stack developer,"postgresql, javascript, negosiasi, vue.js, redis, node.js",senior level,6,fullstack developer,teknis wajib menguasai postgresql javascript negosiasi vuejs redis serta nodejs memiliki kemampuan problem solving yang baik sangat diutamakan,
078afd22-05d2-4ea5-8843-6f858cd128a1,machine learning engineer,"scikit-learn, scrum, machine learning, python, tensorflow, sql",senior level,6,data scientist / ml engineer,teknis wajib menguasai scikitlearn scrum machine learning python tensorflow serta sql memiliki kemampuan problem solving yang baik sangat diutamakan,
100d90e6-fef6-419c-89cf-6f723574efd2,frontend developer,"docker, react, fastapi, scrum, vue.js, mongodb, komunikasi, node.js",senior level,8,frontend developer,teknis wajib menguasai docker react fastapi scrum vuejs mongodb komunikasi serta nodejs memiliki kemampuan problem solving yang baik sangat diutamakan,
a6c57c44-7807-42dc-aed6-42de74f43be4,ui/ux designer,"ui/ux, adobe illustrator, design system, agile, user research, figma, prototyping",entry level,7,ux / ui designer,teknis wajib menguasai uiux adobe illustrator design system agile user research figma serta prototyping memiliki kemampuan problem solving yang baik sangat diutamakan,
9278ede3-99b4-483c-be1c-840b5ce0ca9b,frontend developer,"git, typescript, vue.js, strategic planning, redis",,5,frontend developer,teknis wajib menguasai git typescript vuejs strategic planning serta redis memiliki kemampuan problem solving yang baik sangat diutamakan,
d5a6d539-6bbb-42f7-bbdf-fc9e5c3f1ffe,devops engineer,"project management, fastapi, vue.js, strategic planning, mongodb, nuxt.js",,6,devops / cloud engineer,teknis wajib menguasai project management fastapi vuejs strategic planning mongodb serta nuxtjs memiliki kemampuan problem solving yang baik sangat diutamakan,
fd94c067-9a9b-433f-af94-47bba8c96531,it recruiter,"project management, jira, scrum, negosiasi, agile",entry level,5,hr / recruiter,teknis wajib menguasai project management jira scrum negosiasi serta agile memiliki kemampuan problem solving yang baik sangat diutamakan,
df07b03b-5afe-45ec-bb18-1ca5540240d4,ui/ux designer,"project management, ui/ux, photoshop, adobe illustrator, design system, strategic planning, wireframing, user research",senior level,8,ux / ui designer,teknis wajib menguasai project management uiux photoshop adobe illustrator design system strategic planning wireframing serta user research memiliki kemampuan problem solving yang baik sangat diutamakan,
8fd537da-26c1-4b61-9415-44ddb2d2e5e9,full stack developer,"postgresql, project management, git, typescript, leadership, python, mongodb, nuxt.js",entry level,8,fullstack developer,teknis wajib menguasai postgresql project management git typescript leadership python mongodb serta nuxtjs memiliki kemampuan problem solving yang baik sangat diutamakan,
141c0712-cc28-444a-b1d1-61c326c88455,ui/ux designer,"project management, jira, ui/ux, adobe illustrator, design system, user research, figma, prototyping",entry level,8,ux / ui designer,teknis wajib menguasai project management jira uiux adobe illustrator design system user research figma serta prototyping memiliki kemampuan problem solving yang baik sangat diutamakan,
86688137-356c-4f78-ab8e-1e70ada9fa77,full stack developer,"javascript, fastapi, typescript, scrum, vue.js, python, strategic planning",,7,fullstack developer,teknis wajib menguasai javascript fastapi typescript scrum vuejs python serta strategic planning memiliki kemampuan problem solving yang baik sangat diutamakan,
b2960385-e21a-4fd3-84b1-5f21cc58eb71,devops engineer,"postgresql, project management, git, fastapi, vue.js",senior level,5,devops / cloud engineer,teknis wajib menguasai postgresql project management git fastapi serta vuejs memiliki kemampuan problem solving yang baik sangat diutamakan,
bbdbc2e9-73f1-4f78-8b75-10548ad7ae14,product manager,"leadership, komunikasi, jira",,3,product manager,teknis wajib menguasai leadership komunikasi serta jira memiliki kemampuan problem solving yang baik sangat diutamakan,
d5ad4e9e-04da-4a91-8286-e34bee144404,it recruiter,"project management, scrum, leadership, strategic planning, komunikasi",,5,hr / recruiter,teknis wajib menguasai project management scrum leadership strategic planning serta komunikasi memiliki kemampuan problem solving yang baik sangat diutamakan,
4eb299d1-2da1-4ec8-9fbb-9427ea5c365f,backend developer,"docker, javascript, git, react, typescript, agile, mongodb",senior level,7,backend developer,teknis wajib menguasai docker javascript git react typescript agile serta mongodb memiliki kemampuan problem solving yang baik sangat diutamakan,
db71e95f-1f7d-4261-8792-bfb305ec352e,backend developer,"scrum, vue.js, fastapi, docker",,4,backend developer,teknis wajib menguasai scrum vuejs fastapi serta docker memiliki kemampuan problem solving yang baik sangat diutamakan,
9830e48b-06f8-4105-9a1f-889d7dff382f,backend developer,"jira, react, typescript, negosiasi, vue.js, mongodb, nuxt.js",,7,backend developer,teknis wajib menguasai jira react typescript negosiasi vuejs mongodb serta nuxtjs memiliki kemampuan problem solving yang baik sangat diutamakan,
3f432997-b300-47c4-ac5f-3b800ec0f550,ui/ux designer,"ui/ux, photoshop, adobe illustrator, design system, problem solving, wireframing, figma",entry level,7,ux / ui designer,teknis wajib menguasai uiux photoshop adobe illustrator design system problem solving wireframing serta figma memiliki kemampuan problem solving yang baik sangat diutamakan,
