,user_id,name,last_role,raw_cv_text,extracted_user_skills,education,major,extracted_skills_structured,projects,experience
13,54aee9dc-60a2-42f6-9143-9c0f910b282f,Hendra Utomo,technical writer,curriculum vitae ringkas nama hendra utomo kontak hendrautomoemailcom riwayat pendidikan universitas padjadjaran kelulusan 2021 pengalaman profesional technical writer pt sentosa analitika deskripsi kompetensi memiliki dedikasi menyelesaikan tugastugas analitis teknis keahlian utama miliki terapkan meliputi postgresql javascript python git berkomitmen penuh akselerasi karir transisi kompetensi industri digital ekosistem teknologi,"postgresql, javascript, python, git",not specified,other,"postgresql, javascript, python, git",not specified,not specified
14,b2c1fc6b-eb39-4b58-95e9-21ca1d0e9b01,Yanto Susanto,staf marketing,curriculum vitae ringkas nama yanto susanto kontak yantosusantoemailcom riwayat pendidikan universitas indonesia ui kelulusan 2025 pengalaman profesional staf marketing pt digital sistem tbk deskripsi kompetensi memiliki dedikasi menyelesaikan tugastugas analitis teknis keahlian utama miliki terapkan meliputi user research uiux kreativitas prototyping berkomitmen penuh akselerasi karir transisi kompetensi industri digital ekosistem teknologi,"user research, ui ux, kreativitas, prototyping",not specified,other,"user research, ui ux, kreativitas, prototyping",not specified,not specified
15,b6c496e4-a685-4c1f-baa2-a5f60dbc713b,Jennifer Budiman,staf administrasi data,curriculum vitae ringkas nama jennifer budiman kontak jenniferbudimanemailcom riwayat pendidikan universitas telkom kelulusan 2021 pengalaman profesional staf administrasi data pt citra creative deskripsi kompetensi memiliki dedikasi menyelesaikan tugastugas analitis teknis keahlian utama miliki terapkan meliputi statistika excel problem solving berkomitmen penuh akselerasi karir transisi kompetensi industri digital ekosistem teknologi,"statistika, excel, problem solving",not specified,other,"statistika, excel, problem solving",not specified,not specified
16,e0bb900a-0fd6-466c-ac75-4459495f8420,Ahmad Ramadhan,technical writer,curriculum vitae ringkas nama ahmad ramadhan kontak ahmadramadhanemailcom riwayat pendidikan universitas telkom kelulusan 2024 pengalaman profesional technical writer pt citra creative tbk deskripsi kompetensi memiliki dedikasi menyelesaikan tugastugas analitis teknis keahlian utama miliki terapkan meliputi problem solving python komunikasi git berkomitmen penuh akselerasi karir transisi kompetensi industri digital ekosistem teknologi,"problem solving, python, komunikasi, git",not specified,other,"problem solving, python, komunikasi, git",not specified,not specified
17,fd4cefde-3bc2-4c5a-99c8-c1f81960e9c2,Rian Kurniawan,business development intern,curriculum vitae ringkas nama rian kurniawan kontak riankurniawanemailcom riwayat pendidikan universitas telkom kelulusan 2025 pengalaman profesional business development intern pt inovasi hub tbk deskripsi kompetensi memiliki dedikasi menyelesaikan tugastugas analitis teknis keahlian utama miliki terapkan meliputi komunikasi leadership manajemen berkomitmen penuh akselerasi karir transisi kompetensi industri digital ekosistem teknologi,"komunikasi, leadership, manajemen waktu",not specified,business,"komunikasi, leadership, manajemen waktu",not specified,business development intern pt inovasi hub tbk | meliputi komunikasi leadership manajemen berkomitmen penuh akselerasi
18,a4432a19-4252-4b8e-a2ec-1d20bc50542c,Yanto Setiawan,technical writer,curriculum vitae ringkas nama yanto setiawan kontak yantosetiawanemailcom riwayat pendidikan universitas padjadjaran kelulusan 2023 pengalaman profesional technical writer pt karya hub tbk deskripsi kompetensi memiliki dedikasi menyelesaikan tugastugas analitis teknis keahlian utama miliki terapkan meliputi python javascript htmlcss komunikasi git berkomitmen penuh akselerasi karir transisi kompetensi industri digital ekosistem teknologi,"python, javascript, html css, komunikasi, git",not specified,other,"python, javascript, html css, komunikasi, git",not specified,not specified
19,03484acf-7493-4204-9d1d-d3a8602f19f0,Bambang Wijaya,staf administrasi data,curriculum vitae ringkas nama bambang wijaya kontak bambangwijayaemailcom riwayat pendidikan universitas airlangga kelulusan 2021 pengalaman profesional staf administrasi data pt maju system deskripsi kompetensi memiliki dedikasi menyelesaikan tugastugas analitis teknis keahlian utama miliki terapkan meliputi excel sql data visualization python berkomitmen penuh akselerasi karir transisi kompetensi industri digital ekosistem teknologi,"excel, sql, data visualization, python",not specified,other,"excel, sql, data visualization, python",pt maju system deskripsi kompetensi memiliki dedikasi menyelesaikan tugastugas analitis,not specified
20,f82a6c4f-ad54-4ef9-bbad-df8a806efb1d,Bagus Putra,sales executive,curriculum vitae ringkas nama bagus putra kontak bagusputraemailcom riwayat pendidikan institut teknologi sepuluh nopember kelulusan 2024 pengalaman profesional sale executive pt solusi cloud deskripsi kompetensi memiliki dedikasi menyelesaikan tugastugas analitis teknis keahlian utama miliki terapkan meliputi manajemen leadership agile komunikasi berkomitmen penuh akselerasi karir transisi kompetensi industri digital ekosistem teknologi,"manajemen waktu, leadership, agile, komunikasi",not specified,other,"manajemen waktu, leadership, agile, komunikasi",not specified,meliputi manajemen leadership agile komunikasi berkomitmen penuh
21,28f5d69c-9913-4dbd-8b76-05f16c5ca77b,Orell Prabowo,sales executive,curriculum vitae ringkas nama orell prabowo kontak orellprabowoemailcom riwayat pendidikan universitas telkom kelulusan 2022 pengalaman profesional sale executive pt utama teknologi deskripsi kompetensi memiliki dedikasi menyelesaikan tugastugas analitis teknis keahlian utama miliki terapkan meliputi negosiasi manajemen komunikasi berkomitmen penuh akselerasi karir transisi kompetensi industri digital ekosistem teknologi,"negosiasi, manajemen waktu, komunikasi",not specified,other,"negosiasi, manajemen waktu, komunikasi",not specified,not specified
22,a856fcac-872a-489c-ae00-05f0090d93b3,Dewi Nasution,staf marketing,curriculum vitae ringkas nama dewi nasution kontak dewinasutionemailcom riwayat pendidikan binus university kelulusan 2021 pengalaman profesional staf marketing pt tekno hub tbk deskripsi kompetensi memiliki dedikasi menyelesaikan tugastugas analitis teknis keahlian utama miliki terapkan meliputi uiux user research prototyping kreativitas berkomitmen penuh akselerasi karir transisi kompetensi industri digital ekosistem teknologi,"ui ux, user research, prototyping, kreativitas",kontak dewinasutionemailcom riwayat pendidikan binus university kelulusan 2021 pengalaman profesional staf,other,"ui ux, user research, prototyping, kreativitas",not specified,not specified
23,abeece7d-8ad1-4042-b420-2abd3cf542d6,Putri Saputra,asisten laboratorium komputer,curriculum vitae ringkas nama putri saputra kontak putrisaputraemailcom riwayat pendidikan universitas indonesia ui kelulusan 2021 pengalaman profesional asisten laboratorium komputer pt citra hub deskripsi kompetensi memiliki dedikasi menyelesaikan tugastugas analitis teknis keahlian utama miliki terapkan meliputi git python komunikasi javascript berkomitmen penuh akselerasi karir transisi kompetensi industri digital ekosistem teknologi,"git, python, komunikasi, javascript",not specified,other,"git, python, komunikasi, javascript",not specified,not specified
24,44164eb0-f03d-49e4-be2a-3147964f5460,Naufal Utomo,ui designer magang,curriculum vitae ringkas nama naufal utomo kontak naufalutomoemailcom riwayat pendidikan universitas indonesia ui kelulusan 2025 pengalaman profesional ui designer magang pt lancar hub deskripsi kompetensi memiliki dedikasi menyelesaikan tugastugas analitis teknis keahlian utama miliki terapkan meliputi adobe illustrator prototyping user research uiux berkomitmen penuh akselerasi karir transisi kompetensi industri digital ekosistem teknologi,"adobe illustrator, prototyping, user research, ui ux",not specified,other,"adobe illustrator, prototyping, user research, ui ux",not specified,not specified
25,5967a590-7b80-4a36-84c0-196191205fac,Mega Budiman,technical writer,curriculum vitae ringkas nama mega budiman kontak megabudimanemailcom riwayat pendidikan institut teknologi bandung itb kelulusan 2025 pengalaman profesional technical writer pt maju sistem deskripsi kompetensi memiliki dedikasi menyelesaikan tugastugas analitis teknis keahlian utama miliki terapkan meliputi python problem solving javascript postgresql komunikasi berkomitmen penuh akselerasi karir transisi kompetensi industri digital ekosistem teknologi,"python, problem solving, javascript, postgresql, komunikasi",not specified,other,"python, problem solving, javascript, postgresql, komunikasi",not specified,not specified
26,3f588efb-396b-4a4f-8a90-54f207ef8c41,Bambang Sitorus,graphic designer,curriculum vitae ringkas nama bambang sitorus kontak bambangsitorusemailcom riwayat pendidikan universitas airlangga kelulusan 2026 pengalaman profesional graphic designer pt maju creative deskripsi kompetensi memiliki dedikasi menyelesaikan tugastugas analitis teknis keahlian utama miliki terapkan meliputi user research prototyping adobe illustrator figma berkomitmen penuh akselerasi karir transisi kompetensi industri digital ekosistem teknologi,"user research, prototyping, adobe illustrator, figma",not specified,other,"user research, prototyping, adobe illustrator, figma",not specified,not specified
27,ed3afa51-a7c3-42fb-81ad-0e25d1b5eeab,Sri Nugroho,staf administrasi data,curriculum vitae ringkas nama sri nugroho kontak srinugrohoemailcom riwayat pendidikan universitas padjadjaran kelulusan 2022 pengalaman profesional staf administrasi data pt solusi creative deskripsi kompetensi memiliki dedikasi menyelesaikan tugastugas analitis teknis keahlian utama miliki terapkan meliputi python problem solving sql excel data visualization berkomitmen penuh akselerasi karir transisi kompetensi industri digital ekosistem teknologi,"python, problem solving, sql, excel, data visualization",not specified,other,"python, problem solving, sql, excel, data visualization",not specified,not specified
28,f4c4a9ee-d78d-4cc3-84b2-471dfd641b7f,Fikran Nugroho,ketua bem,curriculum vitae ringkas nama fikran nugroho kontak fikrannugrohoemailcom riwayat pendidikan universitas airlangga kelulusan 2022 pengalaman profesional ketua bem pt tekno digital indonesia deskripsi kompetensi memiliki dedikasi menyelesaikan tugastugas analitis teknis keahlian utama miliki terapkan meliputi agile leadership microsoft office berkomitmen penuh akselerasi karir transisi kompetensi industri digital ekosistem teknologi,"agile, leadership, microsoft office",not specified,other,"agile, leadership, microsoft office",not specified,meliputi agile leadership microsoft office berkomitmen penuh
29,95ce63ed-af49-4a22-b88b-5629652c7580,Rizky Ramadhan,staf administrasi data,curriculum vitae ringkas nama rizky ramadhan kontak rizkyramadhanemailcom riwayat pendidikan universitas padjadjaran kelulusan 2025 pengalaman profesional staf administrasi data pt nusa digital indonesia deskripsi kompetensi memiliki dedikasi menyelesaikan tugastugas analitis teknis keahlian utama miliki terapkan meliputi data visualization tableau excel berkomitmen penuh akselerasi karir transisi kompetensi industri digital ekosistem teknologi,"data visualization, tableau, excel",not specified,other,"data visualization, tableau, excel",not specified,not specified
30,27e2ce95-8a53-4874-9118-87381091c6ba,Rina Nugroho,graphic designer,curriculum vitae ringkas nama rina nugroho kontak rinanugrohoemailcom riwayat pendidikan binus university kelulusan 2024 pengalaman profesional graphic designer pt maju system deskripsi kompetensi memiliki dedikasi menyelesaikan tugastugas analitis teknis keahlian utama miliki terapkan meliputi adobe illustrator uiux prototyping user research kreativitas berkomitmen penuh akselerasi karir transisi kompetensi industri digital ekosistem teknologi,"adobe illustrator, ui ux, prototyping, user research, kreativitas",kontak rinanugrohoemailcom riwayat pendidikan binus university kelulusan 2024 pengalaman profesional graphic,other,"adobe illustrator, ui ux, prototyping, user research, kreativitas",pt maju system deskripsi kompetensi memiliki dedikasi menyelesaikan tugastugas analitis,not specified
31,9be0d1d0-7ce1-4c19-a195-d304bf6e0e83,Siti Putri,project administrator,curriculum vitae ringkas nama siti putri kontak sitiputriemailcom riwayat pendidikan universitas padjadjaran kelulusan 2026 pengalaman profesional project administrator pt pratama analitika tbk deskripsi kompetensi memiliki dedikasi menyelesaikan tugastugas analitis teknis keahlian utama miliki terapkan meliputi microsoft office komunikasi leadership berkomitmen penuh akselerasi karir transisi kompetensi industri digital ekosistem teknologi,"microsoft office, komunikasi, leadership",not specified,other,"microsoft office, komunikasi, leadership",pengalaman profesional project administrator pt pratama analitika tbk deskripsi kompetensi,office komunikasi leadership berkomitmen penuh akselerasi karir
32,b90b9f59-b696-430f-94bd-217e931d63b6,Eko Saputra,content creator,curriculum vitae ringkas nama eko saputra kontak ekosaputraemailcom riwayat pendidikan binus university kelulusan 2026 pengalaman profesional content creator pt maju data deskripsi kompetensi memiliki dedikasi menyelesaikan tugastugas analitis teknis keahlian utama miliki terapkan meliputi kreativitas figma user research berkomitmen penuh akselerasi karir transisi kompetensi industri digital ekosistem teknologi,"kreativitas, figma, user research",kontak ekosaputraemailcom riwayat pendidikan binus university kelulusan 2026 pengalaman profesional content,other,"kreativitas, figma, user research",not specified,not specified
33,c09b896f-9ddb-4002-a41a-07768a499029,Andi Budiman,project administrator,curriculum vitae ringkas nama andi budiman kontak andibudimanemailcom riwayat pendidikan universitas indonesia ui kelulusan 2026 pengalaman profesional project administrator pt karya system deskripsi kompetensi memiliki dedikasi menyelesaikan tugastugas analitis teknis keahlian utama miliki terapkan meliputi microsoft office negosiasi agile komunikasi berkomitmen penuh akselerasi karir transisi kompetensi industri digital ekosistem teknologi,"microsoft office, negosiasi, agile, komunikasi",not specified,other,"microsoft office, negosiasi, agile, komunikasi",pengalaman profesional project administrator pt karya system deskripsi kompetensi memiliki | pt karya system deskripsi kompetensi memiliki dedikasi menyelesaikan tugastugas analitis,not specified
34,35cbc69a-c2ff-4345-9117-3f8d96f77eaf,Siti Budiman,ui designer magang,curriculum vitae ringkas nama siti budiman kontak sitibudimanemailcom riwayat pendidikan universitas indonesia ui kelulusan 2025 pengalaman profesional ui designer magang pt sinergi sistem deskripsi kompetensi memiliki dedikasi menyelesaikan tugastugas analitis teknis keahlian utama miliki terapkan meliputi uiux prototyping adobe illustrator figma kreativitas berkomitmen penuh akselerasi karir transisi kompetensi industri digital ekosistem teknologi,"ui ux, prototyping, adobe illustrator, figma, kreativitas",not specified,other,"ui ux, prototyping, adobe illustrator, figma, kreativitas",not specified,not specified
35,12698479-4e68-4ccc-a802-b7f42c86b6f5,Hendra Setiawan,staf administrasi data,curriculum vitae ringkas nama hendra setiawan kontak hendrasetiawanemailcom riwayat pendidikan universitas gadjah mada ugm kelulusan 2022 pengalaman profesional staf administrasi data pt citra system deskripsi kompetensi memiliki dedikasi menyelesaikan tugastugas analitis teknis keahlian utama miliki terapkan meliputi data visualization statistika problem solving tableau sql berkomitmen penuh akselerasi karir transisi kompetensi industri digital ekosistem teknologi,"data visualization, statistika, problem solving, tableau, sql",not specified,other,"data visualization, statistika, problem solving, tableau, sql",pt citra system deskripsi kompetensi memiliki dedikasi menyelesaikan tugastugas analitis,not specified
36,4227aa48-9613-4780-bdd8-b79198dc4718,Albi Kurniawan,statistisi junior,curriculum vitae ringkas nama albi kurniawan kontak albikurniawanemailcom riwayat pendidikan universitas padjadjaran kelulusan 2023 pengalaman profesional statistisi junior pt pratama hub deskripsi kompetensi memiliki dedikasi menyelesaikan tugastugas analitis teknis keahlian utama miliki terapkan meliputi python excel tableau sql berkomitmen penuh akselerasi karir transisi kompetensi industri digital ekosistem teknologi,"python, excel, tableau, sql",not specified,other,"python, excel, tableau, sql",not specified,profesional statistisi junior pt pratama hub deskripsi
37,366e0162-5754-4aa5-ad45-46c4ade035c6,Putri Putra,statistisi junior,curriculum vitae ringkas nama putri putra kontak putriputraemailcom riwayat pendidikan institut teknologi sepuluh nopember kelulusan 2025 pengalaman profesional statistisi junior pt berjaya cloud deskripsi kompetensi memiliki dedikasi menyelesaikan tugastugas analitis teknis keahlian utama miliki terapkan meliputi problem solving excel sql statistika data visualization berkomitmen penuh akselerasi karir transisi kompetensi industri digital ekosistem teknologi,"problem solving, excel, sql, statistika, data visualization",not specified,other,"problem solving, excel, sql, statistika, data visualization",not specified,profesional statistisi junior pt berjaya cloud deskripsi
38,7b3e77f1-47c6-4b5a-89dd-efa54b24fb58,Taufik Sari,staf administrasi data,curriculum vitae ringkas nama taufik sari kontak taufiksariemailcom riwayat pendidikan universitas airlangga kelulusan 2026 pengalaman profesional staf administrasi data pt sentosa digital indonesia deskripsi kompetensi memiliki dedikasi menyelesaikan tugastugas analitis teknis keahlian utama miliki terapkan meliputi problem solving sql data visualization berkomitmen penuh akselerasi karir transisi kompetensi industri digital ekosistem teknologi,"problem solving, sql, data visualization",not specified,other,"problem solving, sql, data visualization",not specified,not specified
39,cc914738-30d2-46c8-8630-2207746ba342,Taufik Siregar,social media specialist,curriculum vitae ringkas nama taufik siregar kontak taufiksiregaremailcom riwayat pendidikan universitas padjadjaran kelulusan 2023 pengalaman profesional social medium specialist pt digital system deskripsi kompetensi memiliki dedikasi menyelesaikan tugastugas analitis teknis keahlian utama miliki terapkan meliputi adobe illustrator uiux prototyping figma berkomitmen penuh akselerasi karir transisi kompetensi industri digital ekosistem teknologi,"adobe illustrator, ui ux, prototyping, figma",not specified,other,"adobe illustrator, ui ux, prototyping, figma",pt digital system deskripsi kompetensi memiliki dedikasi menyelesaikan tugastugas analitis,social medium specialist pt digital system deskripsi
40,efbbd9d7-d2a2-4075-8b1c-a8157cf96c4b,Albi Santoso,content creator,curriculum vitae ringkas nama albi santoso kontak albisantosoemailcom riwayat pendidikan institut teknologi sepuluh nopember kelulusan 2026 pengalaman profesional content creator pt tekno teknologi deskripsi kompetensi memiliki dedikasi menyelesaikan tugastugas analitis teknis keahlian utama miliki terapkan meliputi figma adobe illustrator uiux berkomitmen penuh akselerasi karir transisi kompetensi industri digital ekosistem teknologi,"figma, adobe illustrator, ui ux",not specified,other,"figma, adobe illustrator, ui ux",not specified,not specified
41,1641470d-6a1b-492d-802f-dbf48358c512,Eko Putri,web developer magang,curriculum vitae ringkas nama eko putri kontak ekoputriemailcom riwayat pendidikan binus university kelulusan 2025 pengalaman profesional web developer magang pt pratama hub tbk deskripsi kompetensi memiliki dedikasi menyelesaikan tugastugas analitis teknis keahlian utama miliki terapkan meliputi javascript problem solving git htmlcss postgresql berkomitmen penuh akselerasi karir transisi kompetensi industri digital ekosistem teknologi,"javascript, problem solving, git, html css, postgresql",kontak ekoputriemailcom riwayat pendidikan binus university kelulusan 2025 pengalaman profesional web,other,"javascript, problem solving, git, html css, postgresql",not specified,profesional web developer magang pt pratama hub
42,921313d4-33aa-46d0-b599-aa4ba6615d34,Rian Nugroho,social media specialist,curriculum vitae ringkas nama rian nugroho kontak riannugrohoemailcom riwayat pendidikan universitas indonesia ui kelulusan 2023 pengalaman profesional social medium specialist pt digital system deskripsi kompetensi memiliki dedikasi menyelesaikan tugastugas analitis teknis keahlian utama miliki terapkan meliputi prototyping adobe illustrator user research figma kreativitas berkomitmen penuh akselerasi karir transisi kompetensi industri digital ekosistem teknologi,"prototyping, adobe illustrator, user research, figma, kreativitas",not specified,other,"prototyping, adobe illustrator, user research, figma, kreativitas",pt digital system deskripsi kompetensi memiliki dedikasi menyelesaikan tugastugas analitis,social medium specialist pt digital system deskripsi
43,35c68ef4-619a-4f27-af48-09af8bc036a6,Hendra Saputra,content creator,curriculum vitae ringkas nama hendra saputra kontak hendrasaputraemailcom riwayat pendidikan universitas telkom kelulusan 2021 pengalaman profesional content creator pt tekno analitika deskripsi kompetensi memiliki dedikasi menyelesaikan tugastugas analitis teknis keahlian utama miliki terapkan meliputi prototyping user research adobe illustrator berkomitmen penuh akselerasi karir transisi kompetensi industri digital ekosistem teknologi,"prototyping, user research, adobe illustrator",not specified,other,"prototyping, user research, adobe illustrator",not specified,not specified
44,a851f5b6-2080-451c-9392-930bb9cff8a9,Eko Putra,project administrator,curriculum vitae ringkas nama eko putra kontak ekoputraemailcom riwayat pendidikan binus university kelulusan 2021 pengalaman profesional project administrator pt lancar software tbk deskripsi kompetensi memiliki dedikasi menyelesaikan tugastugas analitis teknis keahlian utama miliki terapkan meliputi leadership manajemen komunikasi agile microsoft office berkomitmen penuh akselerasi karir transisi kompetensi industri digital ekosistem teknologi,"leadership, manajemen waktu, komunikasi, agile, microsoft office",kontak ekoputraemailcom riwayat pendidikan binus university kelulusan 2021 pengalaman profesional project,other,"leadership, manajemen waktu, komunikasi, agile, microsoft office",pengalaman profesional project administrator pt lancar software tbk deskripsi kompetensi,terapkan meliputi leadership manajemen komunikasi agile microsoft
45,25961a79-7e1e-4589-a71a-158d43763a57,Rizky Kurniawan,web developer magang,curriculum vitae ringkas nama rizky kurniawan kontak rizkykurniawanemailcom riwayat pendidikan universitas airlangga kelulusan 2024 pengalaman profesional web developer magang pt citra data deskripsi kompetensi memiliki dedikasi menyelesaikan tugastugas analitis teknis keahlian utama miliki terapkan meliputi komunikasi javascript htmlcss postgresql berkomitmen penuh akselerasi karir transisi kompetensi industri digital ekosistem teknologi,"komunikasi, javascript, html css, postgresql",not specified,other,"komunikasi, javascript, html css, postgresql",not specified,profesional web developer magang pt citra data
